solver_type,solution_found,time_elapsed,max_memory_mb,avg_memory_mb,states_processed,seed
bfs-single_core,1,0.954014503,43.10546875,40.54296875,401,a3555c67bb54bcae
bfs-single_core,1,14.106931044,289.8203125,133.12828947368422,7354,bd7796ece1919de1
bfs-single_core,1,0.438296523,44.39453125,44.39453125,179,2eb6155543b9e814
bfs-single_core,1,0.286880261,49.4921875,49.4921875,123,72233216d3fe4b72
bfs-single_core,1,14.959530849,146.9296875,80.28081597222223,7430,ee05832fe0ae4fb3
bfs-single_core,1,4.405134469,93.35546875,68.41796875,2015,15781b49503bd53a
bfs-single_core,1,11.815695422,207.9296875,110.35212053571429,14824,55e9e850805bd4f2
bfs-single_core,1,0.357465285,84.66796875,84.66796875,360,45e44edaa5dfcf4b
bfs-single_core,1,0.193103822,92.59375,92.59375,97,04022f3b1b47a654
bfs-single_core,1,0.896312522,100.0,96.25,836,a71040812f25187c
bfs-single_core,1,1.480830807,121.5625,111.14583333333333,861,f36772cf35a6ae41
bfs-single_core,0,432.611921471,1947.0703125,1144.0783257885514,300000,f8679a3fff3a4884
bfs-single_core,1,1.166681718,55.73828125,54.11328125,362,60d6d802a7b3e970
bfs-single_core,0,200.959074071,913.15234375,508.24444488065325,300000,98cd1b3d44a297c4
bfs-single_core,1,34.845665195,329.26953125,133.3104967948718,31624,f3a9b9a6ffc2d878
bfs-single_core,0,302.087125319,908.484375,517.4536083821071,300000,9dfc5ed4f1910c73
bfs-single_core,1,9.921902133,165.22265625,130.14311079545453,7451,013931317f9c0254
bfs-single_core,1,0.225783721,32.0078125,32.0078125,138,56f7d627ec96648f
bfs-single_core,0,351.613215223,1391.86328125,754.6844019396551,300000,60423abfded5acc8
bfs-single_core,1,8.631808384,112.0625,60.95859375,7462,91eacfdf858703fb
bfs-single_core,1,1.662545767,43.4765625,41.5390625,859,ab1daacb8cfc64f5
bfs-single_core,1,0.113808137,39.3828125,39.3828125,115,4699c1b1d3cbf5bd
bfs-single_core,1,134.339146684,642.33984375,219.41263469827587,90149,49e8d8dc3ac9150b
bfs-single_core,1,0.234686985,45.67578125,45.67578125,101,f07a50903bcb5030
bfs-single_core,0,426.722228602,1095.46875,728.8954127078384,300000,96a1dd53173cae9f
bfs-single_core,0,459.236374124,1604.01171875,920.2030905837005,300000,f09fe13084eb3e48
bfs-single_core,1,0.150598608,47.19140625,47.19140625,111,59d7108043860753
bfs-single_core,1,1.635867177,47.19140625,47.19140625,1376,a043a8517ecc9b3f
bfs-single_core,1,340.10951737,3819.77734375,1179.3827549140049,247935,e0005f131e0bc7ea
bfs-single_core,1,7.977703582,109.72265625,65.496875,4859,2a2d659b3b6b66a4
bfs-single_core,0,509.466959897,2017.69140625,1080.5445995899602,300000,f260ba99a2010f89
bfs-single_core,1,0.940790741,59.88671875,54.51171875,1027,b1260af40dac694a
bfs-single_core,0,490.274417632,1712.54296875,931.9579997417355,300000,cf9bf588ade29b09
bfs-single_core,1,0.18628072,69.328125,69.328125,104,f1c79b6f25627837
bfs-single_core,1,49.232772731,333.1875,133.47123579545453,30178,d548c82aea7f35d2
bfs-single_core,1,4.584079616,95.859375,69.58854166666667,2931,56a200e0a24b6fd3
bfs-single_core,1,54.52546634,479.3671875,164.26014364919354,50858,ba090da57163d222
bfs-single_core,1,1.361894166,104.4609375,104.4609375,574,b3125745d4296182
bfs-single_core,1,0.557258649,101.8671875,101.8671875,191,f811806f94ef3109
bfs-single_core,1,0.268581138,85.8671875,85.8671875,192,68890aa9d5bac20c
bfs-single_core,1,0.10054263,79.7421875,79.7421875,84,ec14d850b562e524
bfs-single_core,1,0.302760184,74.87109375,74.87109375,112,d17ba2ab4da53f3f
bfs-single_core,1,0.562977559,74.8671875,74.8671875,465,f677317c1b342ae0
bfs-single_core,1,4.346928237,75.61328125,75.46328125,3810,85dcd751468aa062
bfs-single_core,1,37.043060466,308.12890625,135.9702743902439,45653,716fde7d7d4b1fe9
bfs-single_core,1,0.293800206,383.625,383.625,134,a82539dbf99608e2
bfs-single_core,1,1.323325927,80.08203125,80.08203125,2056,de993e3aae5a1db9
bfs-single_core,1,0.379751133,68.0,68.0,147,ba8831b092d65281
bfs-single_core,0,476.759697559,1341.06640625,699.4658223858811,300000,5d8a268d5a8c24eb
bfs-single_core,0,366.163411615,1247.296875,681.1504068559557,300000,62052618c9a9aa95
bfs-single_core,0,584.6522062,2390.4609375,1255.302162315858,300000,fede67ba1f6e14cb
bfs-single_core,0,517.766030283,2021.828125,1343.5955387720157,300000,0023fafa08946880
bfs-single_core,1,0.306540602,47.140625,47.140625,148,cc4a894152060eb2
bfs-single_core,1,0.648180864,47.140625,47.140625,801,c7494471aae86e4e
bfs-single_core,1,0.244447689,56.83984375,56.83984375,169,4620840f1cd41354
bfs-single_core,1,0.679941299,60.38671875,30.193359375,413,253b43e11e62af1b
